search_query,job_title,company,loc,posting_recency,employment_type,work_arrangement_type,experience_lvl,skill,min_years_of_exp
Data Engineer,Document Controller,Talaat Moustafa Group,"Madinaty,Cairo,Egypt",1 day ago,Full Time,On-site,Experienced,Document Controlling,3.0
Data Engineer,Document Controller,Talaat Moustafa Group,"Madinaty,Cairo,Egypt",1 day ago,Full Time,On-site,Experienced,Data Archiving,3.0
Data Engineer,Document Controller,Talaat Moustafa Group,"Madinaty,Cairo,Egypt",1 day ago,Full Time,On-site,Experienced,Document controlling,3.0
Data Engineer,Document Controller,Talaat Moustafa Group,"Madinaty,Cairo,Egypt",1 day ago,Full Time,On-site,Experienced,Data archiving,3.0
Data Engineer,Document Controller,Talaat Moustafa Group,"Madinaty,Cairo,Egypt",1 day ago,Full Time,On-site,Experienced,Records management,3.0
Data Engineer,Document Controller,Talaat Moustafa Group,"Madinaty,Cairo,Egypt",1 day ago,Full Time,On-site,Experienced,Version control,3.0
Data Engineer,Document Controller,Talaat Moustafa Group,"Madinaty,Cairo,Egypt",1 day ago,Full Time,On-site,Experienced,Technical documentation,3.0
Data Engineer,Backend Developer (Laravel),Bright Creations,"Smart Village,Giza,Egypt",12 days ago,Full Time,Hybrid,Experienced,IT/Software Development,2.0
Data Engineer,Backend Developer (Laravel),Bright Creations,"Smart Village,Giza,Egypt",12 days ago,Full Time,Hybrid,Experienced,Engineering,2.0
Data Engineer,Backend Developer (Laravel),Bright Creations,"Smart Village,Giza,Egypt",12 days ago,Full Time,Hybrid,Experienced,APIs,2.0
Data Engineer,Backend Developer (Laravel),Bright Creations,"Smart Village,Giza,Egypt",12 days ago,Full Time,Hybrid,Experienced,Laravel,2.0
Data Engineer,Backend Developer (Laravel),Bright Creations,"Smart Village,Giza,Egypt",12 days ago,Full Time,Hybrid,Experienced,Back-End Development,2.0
Data Engineer,Backend Developer (Laravel),Bright Creations,"Smart Village,Giza,Egypt",12 days ago,Full Time,Hybrid,Experienced,Full Stack Development,2.0
Data Engineer,Backend Developer (Laravel),Bright Creations,"Smart Village,Giza,Egypt",12 days ago,Full Time,Hybrid,Experienced,Computer Science,2.0
Data Engineer,Backend Developer (Laravel),Bright Creations,"Smart Village,Giza,Egypt",12 days ago,Full Time,Hybrid,Experienced,Information Technology (IT),2.0
Data Engineer,Backend Developer (Laravel),Bright Creations,"Smart Village,Giza,Egypt",12 days ago,Full Time,Hybrid,Experienced,MVC,2.0
Data Engineer,Backend Developer (Laravel),Bright Creations,"Smart Village,Giza,Egypt",12 days ago,Full Time,Hybrid,Experienced,Software Development,2.0
Data Engineer,Quality Control Manager (Blown Film),Aldawlia For Plastic Materials,"10th of Ramadan City,Cairo,Egypt",9 days ago,Full Time,On-site,Manager,Manufacturing/Production,7.0
Data Engineer,Quality Control Manager (Blown Film),Aldawlia For Plastic Materials,"10th of Ramadan City,Cairo,Egypt",9 days ago,Full Time,On-site,Manager,Quality,7.0
Data Engineer,Quality Control Manager (Blown Film),Aldawlia For Plastic Materials,"10th of Ramadan City,Cairo,Egypt",9 days ago,Full Time,On-site,Manager,Engineering - Mechanical/Electrical,7.0
Data Engineer,Quality Control Manager (Blown Film),Aldawlia For Plastic Materials,"10th of Ramadan City,Cairo,Egypt",9 days ago,Full Time,On-site,Manager,Chemist,7.0
Data Engineer,Quality Control Manager (Blown Film),Aldawlia For Plastic Materials,"10th of Ramadan City,Cairo,Egypt",9 days ago,Full Time,On-site,Manager,ISO 22000,7.0
Data Engineer,Quality Control Manager (Blown Film),Aldawlia For Plastic Materials,"10th of Ramadan City,Cairo,Egypt",9 days ago,Full Time,On-site,Manager,quality,7.0
Data Engineer,Quality Control Manager (Blown Film),Aldawlia For Plastic Materials,"10th of Ramadan City,Cairo,Egypt",9 days ago,Full Time,On-site,Manager,Quality Control,7.0
Data Engineer,Quality Control Manager (Blown Film),Aldawlia For Plastic Materials,"10th of Ramadan City,Cairo,Egypt",9 days ago,Full Time,On-site,Manager,Plastics Engineering,7.0
Data Engineer,Quality Control Manager (Blown Film),Aldawlia For Plastic Materials,"10th of Ramadan City,Cairo,Egypt",9 days ago,Full Time,On-site,Manager,Plastic Extrusion,7.0
Data Engineer,Quality Control Manager (Blown Film),Aldawlia For Plastic Materials,"10th of Ramadan City,Cairo,Egypt",9 days ago,Full Time,On-site,Manager,Process Improvement,7.0
Data Engineer,Senior Data Governance Specialist,Confidential,"New Cairo,Cairo,Egypt",10 days ago,Full Time,On-site,Experienced,Accounting/Finance,3.0
Data Engineer,Senior Data Governance Specialist,Confidential,"New Cairo,Cairo,Egypt",10 days ago,Full Time,On-site,Experienced,IT/Software Development,3.0
Data Engineer,Senior Data Governance Specialist,Confidential,"New Cairo,Cairo,Egypt",10 days ago,Full Time,On-site,Experienced,Analyst/Research,3.0
Data Engineer,Senior Data Governance Specialist,Confidential,"New Cairo,Cairo,Egypt",10 days ago,Full Time,On-site,Experienced,Data Quality Management,3.0
Data Engineer,Senior Data Governance Specialist,Confidential,"New Cairo,Cairo,Egypt",10 days ago,Full Time,On-site,Experienced,Data Governance,3.0
Data Engineer,Senior Data Governance Specialist,Confidential,"New Cairo,Cairo,Egypt",10 days ago,Full Time,On-site,Experienced,Metadata Management,3.0
Data Engineer,Senior Data Governance Specialist,Confidential,"New Cairo,Cairo,Egypt",10 days ago,Full Time,On-site,Experienced,Data Stewardship,3.0
Data Engineer,Senior Data Governance Specialist,Confidential,"New Cairo,Cairo,Egypt",10 days ago,Full Time,On-site,Experienced,Data Analysis,3.0
Data Engineer,Data Engineer – Data Warehouse / Lakehouse,Global Solutions - GS Oman,"Muscat,Oman",2 months ago,Full Time,On-site,Experienced,IT/Software Development,3.0
Data Engineer,Data Engineer – Data Warehouse / Lakehouse,Global Solutions - GS Oman,"Muscat,Oman",2 months ago,Full Time,On-site,Experienced,Analyst/Research,3.0
Data Engineer,Data Engineer – Data Warehouse / Lakehouse,Global Solutions - GS Oman,"Muscat,Oman",2 months ago,Full Time,On-site,Experienced,Engineering - Telecom/Technology,3.0
Data Engineer,Data Engineer – Data Warehouse / Lakehouse,Global Solutions - GS Oman,"Muscat,Oman",2 months ago,Full Time,On-site,Experienced,Problem Solving,3.0
Data Engineer,Data Engineer – Data Warehouse / Lakehouse,Global Solutions - GS Oman,"Muscat,Oman",2 months ago,Full Time,On-site,Experienced,"Big Data Technologies (Spark, Hadoop, Databricks)",3.0
Data Engineer,Data Engineer – Data Warehouse / Lakehouse,Global Solutions - GS Oman,"Muscat,Oman",2 months ago,Full Time,On-site,Experienced,Data Governance,3.0
Data Engineer,Data Engineer – Data Warehouse / Lakehouse,Global Solutions - GS Oman,"Muscat,Oman",2 months ago,Full Time,On-site,Experienced,Performance Optimization,3.0
Data Engineer,Data Engineer – Data Warehouse / Lakehouse,Global Solutions - GS Oman,"Muscat,Oman",2 months ago,Full Time,On-site,Experienced,Data Modeling,3.0
Data Engineer,Data Engineer – Data Warehouse / Lakehouse,Global Solutions - GS Oman,"Muscat,Oman",2 months ago,Full Time,On-site,Experienced,ETL/ELT Development,3.0
Data Engineer,Data Engineer – Data Warehouse / Lakehouse,Global Solutions - GS Oman,"Muscat,Oman",2 months ago,Full Time,On-site,Experienced,SQL,3.0
Data Engineer,Data Engineer QA – Data Warehouse / Lakehouse,Global Solutions - GS Oman,"Muscat,Oman",2 months ago,Full Time,On-site,Experienced,IT/Software Development,4.0
Data Engineer,Data Engineer QA – Data Warehouse / Lakehouse,Global Solutions - GS Oman,"Muscat,Oman",2 months ago,Full Time,On-site,Experienced,Analyst/Research,4.0
Data Engineer,Data Engineer QA – Data Warehouse / Lakehouse,Global Solutions - GS Oman,"Muscat,Oman",2 months ago,Full Time,On-site,Experienced,Engineering - Telecom/Technology,4.0
Data Engineer,Data Engineer QA – Data Warehouse / Lakehouse,Global Solutions - GS Oman,"Muscat,Oman",2 months ago,Full Time,On-site,Experienced,Problem Solving,4.0
Data Engineer,Data Engineer QA – Data Warehouse / Lakehouse,Global Solutions - GS Oman,"Muscat,Oman",2 months ago,Full Time,On-site,Experienced,"Big Data Technologies (Spark, Hadoop, Databricks)",4.0
Data Engineer,Data Engineer QA – Data Warehouse / Lakehouse,Global Solutions - GS Oman,"Muscat,Oman",2 months ago,Full Time,On-site,Experienced,Data Governance,4.0
Data Engineer,Data Engineer QA – Data Warehouse / Lakehouse,Global Solutions - GS Oman,"Muscat,Oman",2 months ago,Full Time,On-site,Experienced,Performance Optimization,4.0
Data Engineer,Data Engineer QA – Data Warehouse / Lakehouse,Global Solutions - GS Oman,"Muscat,Oman",2 months ago,Full Time,On-site,Experienced,Data Modeling,4.0
Data Engineer,Data Engineer QA – Data Warehouse / Lakehouse,Global Solutions - GS Oman,"Muscat,Oman",2 months ago,Full Time,On-site,Experienced,ETL/ELT Development,4.0
Data Engineer,Data Engineer QA – Data Warehouse / Lakehouse,Global Solutions - GS Oman,"Muscat,Oman",2 months ago,Full Time,On-site,Experienced,SQL,4.0
Data Engineer,Senior Data Engineer – Data Warehouse / Lakehouse,Global Solutions - GS Oman,"Muscat,Oman",2 months ago,Full Time,On-site,Experienced,IT/Software Development,8.0
Data Engineer,Senior Data Engineer – Data Warehouse / Lakehouse,Global Solutions - GS Oman,"Muscat,Oman",2 months ago,Full Time,On-site,Experienced,Analyst/Research,8.0
Data Engineer,Senior Data Engineer – Data Warehouse / Lakehouse,Global Solutions - GS Oman,"Muscat,Oman",2 months ago,Full Time,On-site,Experienced,Engineering - Telecom/Technology,8.0
Data Engineer,Senior Data Engineer – Data Warehouse / Lakehouse,Global Solutions - GS Oman,"Muscat,Oman",2 months ago,Full Time,On-site,Experienced,Problem Solving,8.0
Data Engineer,Senior Data Engineer – Data Warehouse / Lakehouse,Global Solutions - GS Oman,"Muscat,Oman",2 months ago,Full Time,On-site,Experienced,"Big Data Technologies (Spark, Hadoop, Databricks)",8.0
Data Engineer,Senior Data Engineer – Data Warehouse / Lakehouse,Global Solutions - GS Oman,"Muscat,Oman",2 months ago,Full Time,On-site,Experienced,Data Governance,8.0
Data Engineer,Senior Data Engineer – Data Warehouse / Lakehouse,Global Solutions - GS Oman,"Muscat,Oman",2 months ago,Full Time,On-site,Experienced,Performance Optimization,8.0
Data Engineer,Senior Data Engineer – Data Warehouse / Lakehouse,Global Solutions - GS Oman,"Muscat,Oman",2 months ago,Full Time,On-site,Experienced,Data Modeling,8.0
Data Engineer,Senior Data Engineer – Data Warehouse / Lakehouse,Global Solutions - GS Oman,"Muscat,Oman",2 months ago,Full Time,On-site,Experienced,ETL/ELT Development,8.0
Data Engineer,Senior Data Engineer – Data Warehouse / Lakehouse,Global Solutions - GS Oman,"Muscat,Oman",2 months ago,Full Time,On-site,Experienced,SQL,8.0
Data Engineer,ELV Pre sales Engineer,iSECAD,"Katameya,Cairo,Egypt",1 month ago,Full Time,Hybrid,Experienced,Engineering - Telecom/Technology,3.0
Data Engineer,ELV Pre sales Engineer,iSECAD,"Katameya,Cairo,Egypt",1 month ago,Full Time,Hybrid,Experienced,CCTV System,3.0
Data Engineer,ELV Pre sales Engineer,iSECAD,"Katameya,Cairo,Egypt",1 month ago,Full Time,Hybrid,Experienced,Low Current Systems (LC),3.0
Data Engineer,ELV Pre sales Engineer,iSECAD,"Katameya,Cairo,Egypt",1 month ago,Full Time,Hybrid,Experienced,paasive,3.0
Data Engineer,ELV Pre sales Engineer,iSECAD,"Katameya,Cairo,Egypt",1 month ago,Full Time,Hybrid,Experienced,Networking,3.0
Data Engineer,ELV Pre sales Engineer,iSECAD,"Katameya,Cairo,Egypt",1 month ago,Full Time,Hybrid,Experienced,Data Center Management,3.0
Data Engineer,AI & Data,Global Brands,"Cairo,Egypt",6 days ago,Internship,Hybrid,Entry Level,IT/Software Development,1.0
Data Engineer,AI & Data,Global Brands,"Cairo,Egypt",6 days ago,Internship,Hybrid,Entry Level,LLM,1.0
Data Engineer,AI & Data,Global Brands,"Cairo,Egypt",6 days ago,Internship,Hybrid,Entry Level,Python,1.0
Data Engineer,AI & Data,Global Brands,"Cairo,Egypt",6 days ago,Internship,Hybrid,Entry Level,Machine Learning,1.0
Data Engineer,Senior Industrial Quality Engineer,Prometeon tyres group – Egypt,"Ameria,Alexandria,Egypt",2 months ago,Full Time,On-site,Experienced,Manufacturing/Production,3.0
Data Engineer,Senior Industrial Quality Engineer,Prometeon tyres group – Egypt,"Ameria,Alexandria,Egypt",2 months ago,Full Time,On-site,Experienced,Quality,3.0
Data Engineer,Senior Industrial Quality Engineer,Prometeon tyres group – Egypt,"Ameria,Alexandria,Egypt",2 months ago,Full Time,On-site,Experienced,Engineering - Mechanical/Electrical,3.0
Data Engineer,Senior Industrial Quality Engineer,Prometeon tyres group – Egypt,"Ameria,Alexandria,Egypt",2 months ago,Full Time,On-site,Experienced,Analysis,3.0
Data Engineer,Senior Industrial Quality Engineer,Prometeon tyres group – Egypt,"Ameria,Alexandria,Egypt",2 months ago,Full Time,On-site,Experienced,AutoCAD,3.0
Data Engineer,Senior Industrial Quality Engineer,Prometeon tyres group – Egypt,"Ameria,Alexandria,Egypt",2 months ago,Full Time,On-site,Experienced,Engineering,3.0
Data Engineer,Senior Industrial Quality Engineer,Prometeon tyres group – Egypt,"Ameria,Alexandria,Egypt",2 months ago,Full Time,On-site,Experienced,Mechanical,3.0
Data Engineer,Senior Industrial Quality Engineer,Prometeon tyres group – Egypt,"Ameria,Alexandria,Egypt",2 months ago,Full Time,On-site,Experienced,Production,3.0
Data Engineer,Senior Industrial Quality Engineer,Prometeon tyres group – Egypt,"Ameria,Alexandria,Egypt",2 months ago,Full Time,On-site,Experienced,Quality Control,3.0
Data Engineer,Senior Industrial Quality Engineer,Prometeon tyres group – Egypt,"Ameria,Alexandria,Egypt",2 months ago,Full Time,On-site,Experienced,Data Analysis,3.0
Data Engineer,Data Security Section Head,GB Corp,"Giza,Egypt",13 days ago,Full Time,On-site,Manager,IT/Software Development,4.0
Data Engineer,Data Security Section Head,GB Corp,"Giza,Egypt",13 days ago,Full Time,On-site,Manager,Engineering - Telecom/Technology,4.0
Data Engineer,Data Security Section Head,GB Corp,"Giza,Egypt",13 days ago,Full Time,On-site,Manager,Data Privacy,4.0
Data Engineer,Data Security Section Head,GB Corp,"Giza,Egypt",13 days ago,Full Time,On-site,Manager,Data Security,4.0
Data Engineer,Data Security Section Head,GB Corp,"Giza,Egypt",13 days ago,Full Time,On-site,Manager,Computer Science,4.0
Data Engineer,Data Security Section Head,GB Corp,"Giza,Egypt",13 days ago,Full Time,On-site,Manager,Microsoft Office suite,4.0
Data Engineer,Senior Data Analyst,Al Ahly capital holding - Al Ahly Tamkeen,"Zamalek,Cairo,Egypt",4 days ago,Full Time,On-site,Experienced,IT/Software Development,5.0
Data Engineer,Senior Data Analyst,Al Ahly capital holding - Al Ahly Tamkeen,"Zamalek,Cairo,Egypt",4 days ago,Full Time,On-site,Experienced,Analyst/Research,5.0
Data Engineer,Senior Data Analyst,Al Ahly capital holding - Al Ahly Tamkeen,"Zamalek,Cairo,Egypt",4 days ago,Full Time,On-site,Experienced,Engineering - Telecom/Technology,5.0
Data Engineer,Senior Data Analyst,Al Ahly capital holding - Al Ahly Tamkeen,"Zamalek,Cairo,Egypt",4 days ago,Full Time,On-site,Experienced,Microsoft SQL,5.0
Data Engineer,Senior Data Analyst,Al Ahly capital holding - Al Ahly Tamkeen,"Zamalek,Cairo,Egypt",4 days ago,Full Time,On-site,Experienced,SQL,5.0
Data Engineer,Senior Data Analyst,Al Ahly capital holding - Al Ahly Tamkeen,"Zamalek,Cairo,Egypt",4 days ago,Full Time,On-site,Experienced,Power BI,5.0
Data Engineer,Mid-Junior Planner and Cost Control Engineer,NERIC,"Heliopolis,Cairo,Egypt",2 months ago,Full Time,On-site,Experienced,Project/Program Management,3.0
Data Engineer,Mid-Junior Planner and Cost Control Engineer,NERIC,"Heliopolis,Cairo,Egypt",2 months ago,Full Time,On-site,Experienced,Cost Control,3.0
Data Engineer,Mid-Junior Planner and Cost Control Engineer,NERIC,"Heliopolis,Cairo,Egypt",2 months ago,Full Time,On-site,Experienced,Primavera P6,3.0
Data Engineer,Mid-Junior Planner and Cost Control Engineer,NERIC,"Heliopolis,Cairo,Egypt",2 months ago,Full Time,On-site,Experienced,MS Project,3.0
Data Engineer,Mid-Junior Planner and Cost Control Engineer,NERIC,"Heliopolis,Cairo,Egypt",2 months ago,Full Time,On-site,Experienced,Data Analysis,3.0
Data Engineer,Mid-Junior Planner and Cost Control Engineer,NERIC,"Heliopolis,Cairo,Egypt",2 months ago,Full Time,On-site,Experienced,Reporting,3.0
Data Engineer,Mid-Junior Planner and Cost Control Engineer,NERIC,"Heliopolis,Cairo,Egypt",2 months ago,Full Time,On-site,Experienced,Communication,3.0
Data Engineer,Mid-Junior Planner and Cost Control Engineer,NERIC,"Heliopolis,Cairo,Egypt",2 months ago,Full Time,On-site,Experienced,Budgeting,3.0
Data Engineer,Mid-Junior Planner and Cost Control Engineer,NERIC,"Heliopolis,Cairo,Egypt",2 months ago,Full Time,On-site,Experienced,Project Scheduling,3.0
Data Engineer,Technical Process Engineer,GB Corp,"Abu Rawash,Giza,Egypt",2 months ago,Full Time,On-site,Entry Level,Engineering - Mechanical/Electrical,0.0
Data Engineer,Technical Process Engineer,GB Corp,"Abu Rawash,Giza,Egypt",2 months ago,Full Time,On-site,Entry Level,Data Analysis,0.0
Data Engineer,Technical Process Engineer,GB Corp,"Abu Rawash,Giza,Egypt",2 months ago,Full Time,On-site,Entry Level,CAD Program,0.0
Data Engineer,Technical Process Engineer,GB Corp,"Abu Rawash,Giza,Egypt",2 months ago,Full Time,On-site,Entry Level,Catia,0.0
Data Engineer,Technical Process Engineer,GB Corp,"Abu Rawash,Giza,Egypt",2 months ago,Full Time,On-site,Entry Level,Solid Works,0.0
Data Engineer,Technical Process Engineer,GB Corp,"Abu Rawash,Giza,Egypt",2 months ago,Full Time,On-site,Entry Level,AutoCAD,0.0
Data Engineer,Technical Process Engineer,GB Corp,"Abu Rawash,Giza,Egypt",2 months ago,Full Time,On-site,Entry Level,Mechanical Engineering,0.0
Data Engineer,Technical Process Engineer,GB Corp,"Abu Rawash,Giza,Egypt",2 months ago,Full Time,On-site,Entry Level,Lean,0.0
Data Engineer,Principal AI Architect (Optimization & Decision Intelligence),Makkook.AI,"Cairo,Egypt",24 days ago,Full Time,On-site,Experienced,IT/Software Development,7.0
Data Engineer,Principal AI Architect (Optimization & Decision Intelligence),Makkook.AI,"Cairo,Egypt",24 days ago,Full Time,On-site,Experienced,Optimization Algorithms,7.0
Data Engineer,Principal AI Architect (Optimization & Decision Intelligence),Makkook.AI,"Cairo,Egypt",24 days ago,Full Time,On-site,Experienced,AI Architecture,7.0
Data Engineer,Principal AI Architect (Optimization & Decision Intelligence),Makkook.AI,"Cairo,Egypt",24 days ago,Full Time,On-site,Experienced,Machine Learning,7.0
Data Engineer,Principal AI Architect (Optimization & Decision Intelligence),Makkook.AI,"Cairo,Egypt",24 days ago,Full Time,On-site,Experienced,Data Engineering,7.0
Data Engineer,Principal AI Architect (Optimization & Decision Intelligence),Makkook.AI,"Cairo,Egypt",24 days ago,Full Time,On-site,Experienced,Problem Solving,7.0
Data Engineer,Principal AI Architect (Optimization & Decision Intelligence),Makkook.AI,"Cairo,Egypt",24 days ago,Full Time,On-site,Experienced,Decision Intelligence,7.0
Data Engineer,Principal AI Architect (Optimization & Decision Intelligence),Makkook.AI,"Cairo,Egypt",24 days ago,Full Time,On-site,Experienced,Team Leadership,7.0
Data Engineer,Principal AI Architect (Optimization & Decision Intelligence),Makkook.AI,"Cairo,Egypt",24 days ago,Full Time,On-site,Experienced,Stakeholder Communication,7.0
Data Engineer,Data Engineer II,Mozn,"Riyadh,Saudi Arabia",5 hours ago,Full Time,On-site,Entry Level,IT/Software Development,1.0
Data Engineer,Data Engineer II,Mozn,"Riyadh,Saudi Arabia",5 hours ago,Full Time,On-site,Entry Level,Analyst/Research,1.0
Data Engineer,Data Engineer II,Mozn,"Riyadh,Saudi Arabia",5 hours ago,Full Time,On-site,Entry Level,Engineering - Telecom/Technology,1.0
Data Engineer,Data Engineer II,Mozn,"Riyadh,Saudi Arabia",5 hours ago,Full Time,On-site,Entry Level,Information Technology (IT),1.0
Data Engineer,Data Engineer II,Mozn,"Riyadh,Saudi Arabia",5 hours ago,Full Time,On-site,Entry Level,Computer Science,1.0
Data Engineer,Data Engineer II,Mozn,"Riyadh,Saudi Arabia",5 hours ago,Full Time,On-site,Entry Level,Engineering,1.0
Data Engineer,Data Engineer II,Mozn,"Riyadh,Saudi Arabia",5 hours ago,Full Time,On-site,Entry Level,SQL,1.0
Data Engineer,Data Engineer II,Mozn,"Riyadh,Saudi Arabia",5 hours ago,Full Time,On-site,Entry Level,Telecommunication,1.0
Data Engineer,Data Engineer II,Mozn,"Riyadh,Saudi Arabia",5 hours ago,Full Time,On-site,Entry Level,Computer Engineering,1.0
Data Engineer,Data Engineer II,Mozn,"Riyadh,Saudi Arabia",5 hours ago,Full Time,On-site,Entry Level,Software Engineering,1.0
Data Engineer,Data Engineer,Stellar Hunters,"Riyadh,Saudi Arabia",19 hours ago,Full Time,On-site,Entry Level,IT/Software Development,1.0
Data Engineer,Data Engineer,Stellar Hunters,"Riyadh,Saudi Arabia",19 hours ago,Full Time,On-site,Entry Level,Analyst/Research,1.0
Data Engineer,Data Engineer,Stellar Hunters,"Riyadh,Saudi Arabia",19 hours ago,Full Time,On-site,Entry Level,Engineering - Telecom/Technology,1.0
Data Engineer,Data Engineer,Stellar Hunters,"Riyadh,Saudi Arabia",19 hours ago,Full Time,On-site,Entry Level,Information Technology (IT),1.0
Data Engineer,Data Engineer,Stellar Hunters,"Riyadh,Saudi Arabia",19 hours ago,Full Time,On-site,Entry Level,Computer Science,1.0
Data Engineer,Data Engineer,Stellar Hunters,"Riyadh,Saudi Arabia",19 hours ago,Full Time,On-site,Entry Level,Computer Engineering,1.0
Data Engineer,Data Engineer,Stellar Hunters,"Riyadh,Saudi Arabia",19 hours ago,Full Time,On-site,Entry Level,Engineering,1.0
Data Engineer,Data Engineer,Stellar Hunters,"Riyadh,Saudi Arabia",19 hours ago,Full Time,On-site,Entry Level,Software Engineering,1.0
Data Engineer,Data Engineer,Stellar Hunters,"Riyadh,Saudi Arabia",19 hours ago,Full Time,On-site,Entry Level,Software Development,1.0
Data Engineer,Data Engineer,Stellar Hunters,"Riyadh,Saudi Arabia",19 hours ago,Full Time,On-site,Entry Level,SQL,1.0
Data Engineer,Senior Planning Engineer,Prima Elios,"6th of October,Giza,Egypt",5 days ago,Full Time,On-site,Manager,IT/Software Development,7.0
Data Engineer,Senior Planning Engineer,Prima Elios,"6th of October,Giza,Egypt",5 days ago,Full Time,On-site,Manager,Engineering - Telecom/Technology,7.0
Data Engineer,Senior Planning Engineer,Prima Elios,"6th of October,Giza,Egypt",5 days ago,Full Time,On-site,Manager,Engineering - Mechanical/Electrical,7.0
Data Engineer,Senior Planning Engineer,Prima Elios,"6th of October,Giza,Egypt",5 days ago,Full Time,On-site,Manager,Planning,7.0
Data Engineer,Senior Planning Engineer,Prima Elios,"6th of October,Giza,Egypt",5 days ago,Full Time,On-site,Manager,Engineering,7.0
Data Engineer,Senior Data Engineer | Dubai,Moove,"Dubai,United Arab Emirates",6 days ago,Full Time,On-site,Experienced,IT/Software Development,3.0
Data Engineer,Senior Data Engineer | Dubai,Moove,"Dubai,United Arab Emirates",6 days ago,Full Time,On-site,Experienced,Analyst/Research,3.0
Data Engineer,Senior Data Engineer | Dubai,Moove,"Dubai,United Arab Emirates",6 days ago,Full Time,On-site,Experienced,Engineering - Telecom/Technology,3.0
Data Engineer,Senior Data Engineer | Dubai,Moove,"Dubai,United Arab Emirates",6 days ago,Full Time,On-site,Experienced,Information Technology (IT),3.0
Data Engineer,Senior Data Engineer | Dubai,Moove,"Dubai,United Arab Emirates",6 days ago,Full Time,On-site,Experienced,Computer Science,3.0
Data Engineer,Senior Data Engineer | Dubai,Moove,"Dubai,United Arab Emirates",6 days ago,Full Time,On-site,Experienced,Engineering,3.0
Data Engineer,Senior Data Engineer | Dubai,Moove,"Dubai,United Arab Emirates",6 days ago,Full Time,On-site,Experienced,Computer Engineering,3.0
Data Engineer,Senior Data Engineer | Dubai,Moove,"Dubai,United Arab Emirates",6 days ago,Full Time,On-site,Experienced,Software Development,3.0
Data Engineer,Senior Data Engineer | Dubai,Moove,"Dubai,United Arab Emirates",6 days ago,Full Time,On-site,Experienced,Big Data,3.0
Data Engineer,Senior Data Engineer | Dubai,Moove,"Dubai,United Arab Emirates",6 days ago,Full Time,On-site,Experienced,Data Warehouse,3.0
Data Engineer,Global Supply Chain Manager,K Line Europe,"Nasr City,Cairo,Egypt",28 days ago,Full Time,On-site,Manager,Logistics/Supply Chain,7.0
Data Engineer,Global Supply Chain Manager,K Line Europe,"Nasr City,Cairo,Egypt",28 days ago,Full Time,On-site,Manager,Operations/Management,7.0
Data Engineer,Global Supply Chain Manager,K Line Europe,"Nasr City,Cairo,Egypt",28 days ago,Full Time,On-site,Manager,Purchasing/Procurement,7.0
Data Engineer,Global Supply Chain Manager,K Line Europe,"Nasr City,Cairo,Egypt",28 days ago,Full Time,On-site,Manager,Engineering,7.0
Data Engineer,Global Supply Chain Manager,K Line Europe,"Nasr City,Cairo,Egypt",28 days ago,Full Time,On-site,Manager,ERP,7.0
Data Engineer,Global Supply Chain Manager,K Line Europe,"Nasr City,Cairo,Egypt",28 days ago,Full Time,On-site,Manager,inventory,7.0
Data Engineer,Global Supply Chain Manager,K Line Europe,"Nasr City,Cairo,Egypt",28 days ago,Full Time,On-site,Manager,Logistics,7.0
Data Engineer,Global Supply Chain Manager,K Line Europe,"Nasr City,Cairo,Egypt",28 days ago,Full Time,On-site,Manager,Management,7.0
Data Engineer,Global Supply Chain Manager,K Line Europe,"Nasr City,Cairo,Egypt",28 days ago,Full Time,On-site,Manager,Operations,7.0
Data Engineer,Global Supply Chain Manager,K Line Europe,"Nasr City,Cairo,Egypt",28 days ago,Full Time,On-site,Manager,Manufacturing,7.0
Data Engineer,Middle Data Scientist,Vertex Technologies ,"Cairo,Egypt",21 days ago,Full Time,On-site,Experienced,IT/Software Development,2.0
Data Engineer,Middle Data Scientist,Vertex Technologies ,"Cairo,Egypt",21 days ago,Full Time,On-site,Experienced,Data Analysis,2.0
Data Engineer,Middle Data Scientist,Vertex Technologies ,"Cairo,Egypt",21 days ago,Full Time,On-site,Experienced,Machine Learning,2.0
Data Engineer,Middle Data Scientist,Vertex Technologies ,"Cairo,Egypt",21 days ago,Full Time,On-site,Experienced,Statistical Modeling,2.0
Data Engineer,Middle Data Scientist,Vertex Technologies ,"Cairo,Egypt",21 days ago,Full Time,On-site,Experienced,Data Visualization,2.0
Data Engineer,Middle Data Scientist,Vertex Technologies ,"Cairo,Egypt",21 days ago,Full Time,On-site,Experienced,Big Data Technologies,2.0
Data Engineer,Middle Data Scientist,Vertex Technologies ,"Cairo,Egypt",21 days ago,Full Time,On-site,Experienced,Problem Solving,2.0
Data Engineer,Middle Data Scientist,Vertex Technologies ,"Cairo,Egypt",21 days ago,Full Time,On-site,Experienced,Communication,2.0
Data Engineer,Middle Data Scientist,Vertex Technologies ,"Cairo,Egypt",21 days ago,Full Time,On-site,Experienced,LLM orchestration tools,2.0
Data Engineer,Middle Data Scientist,Vertex Technologies ,"Cairo,Egypt",21 days ago,Full Time,On-site,Experienced,Databases,2.0
Data Engineer,Software Engineer,Devency   ,"Nozha,Cairo,Egypt",5 days ago,Full Time,Remote,Experienced,IT/Software Development,2.0
Data Engineer,Software Engineer,Devency   ,"Nozha,Cairo,Egypt",5 days ago,Full Time,Remote,Experienced,Engineering - Telecom/Technology,2.0
