search_query,job_title,company,loc,posting_recency,employment_type,work_arrangement_type,experience_lvl,skill,min_years_of_exp
Data Engineer,Future Talent - Services Sales Analyst,Tetra Pak,"Makkah,Saudi Arabia",21 days ago,Full Time,On-site,Experienced,information technology (it),3.0
Data Engineer,Future Talent - Services Sales Analyst,Tetra Pak,"Makkah,Saudi Arabia",21 days ago,Full Time,On-site,Experienced,sales,3.0
Data Engineer,Future Talent - Services Sales Analyst,Tetra Pak,"Makkah,Saudi Arabia",21 days ago,Full Time,On-site,Experienced,management,3.0
Data Engineer,Future Talent - Services Sales Analyst,Tetra Pak,"Makkah,Saudi Arabia",21 days ago,Full Time,On-site,Experienced,engineering,3.0
Data Engineer,remote Business Development Manager - REMOTE,Jobgether,"Dubai,United Arab Emirates",22 days ago,Full Time,Remote,Experienced,Business Development,3.0
Data Engineer,remote Business Development Manager - REMOTE,Jobgether,"Dubai,United Arab Emirates",22 days ago,Full Time,Remote,Experienced,Marketing/PR/Advertising,3.0
Data Engineer,remote Business Development Manager - REMOTE,Jobgether,"Dubai,United Arab Emirates",22 days ago,Full Time,Remote,Experienced,Sales/Retail,3.0
Data Engineer,remote Business Development Manager - REMOTE,Jobgether,"Dubai,United Arab Emirates",22 days ago,Full Time,Remote,Experienced,Business Development,3.0
Data Engineer,remote Business Development Manager - REMOTE,Jobgether,"Dubai,United Arab Emirates",22 days ago,Full Time,Remote,Experienced,Sales,3.0
Data Engineer,remote Business Development Manager - REMOTE,Jobgether,"Dubai,United Arab Emirates",22 days ago,Full Time,Remote,Experienced,Sales Skills,3.0
Data Engineer,remote Business Development Manager - REMOTE,Jobgether,"Dubai,United Arab Emirates",22 days ago,Full Time,Remote,Experienced,Sales Target,3.0
