search_query,job_title,company,loc,posting_recency,employment_type,work_arrangement_type,experience_lvl,years_of_experience,skill
Data Engineer,Senior SAP Consultant Manufacturing Solutions - Defence,IBM -,"Riyadh,Saudi Arabia",4 days ago,Full Time,,Experienced,,·IT/Software Development
Data Engineer,Senior SAP Consultant Manufacturing Solutions - Defence,IBM -,"Riyadh,Saudi Arabia",4 days ago,Full Time,,Experienced,,·Engineering - Telecom/Technology
Data Engineer,Senior SAP Consultant Manufacturing Solutions - Defence,IBM -,"Riyadh,Saudi Arabia",4 days ago,Full Time,,Experienced,,· SAP
Data Engineer,Senior SAP Consultant Manufacturing Solutions - Defence,IBM -,"Riyadh,Saudi Arabia",4 days ago,Full Time,,Experienced,,· Information Technology (IT)
Data Engineer,Senior SAP Consultant Manufacturing Solutions - Defence,IBM -,"Riyadh,Saudi Arabia",4 days ago,Full Time,,Experienced,,· Computer Science
Data Engineer,Senior SAP Consultant Manufacturing Solutions - Defence,IBM -,"Riyadh,Saudi Arabia",4 days ago,Full Time,,Experienced,,· ABAP
Data Engineer,Senior SAP Consultant Manufacturing Solutions - Defence,IBM -,"Riyadh,Saudi Arabia",4 days ago,Full Time,,Experienced,,· ERP
Data Engineer,Senior SAP Consultant Manufacturing Solutions - Defence,IBM -,"Riyadh,Saudi Arabia",4 days ago,Full Time,,Experienced,,Software Engineering
Data Engineer,Senior SAP Consultant Manufacturing Solutions - Defence,IBM -,"Riyadh,Saudi Arabia",4 days ago,Full Time,,Experienced,,· Implementation
Data Engineer,Analyst (UAE National Role) - Business Credit Office,HSBC -,"Dubai,United Arab Emirates",5 days ago,Full Time,,Entry Level,,·IT/Software Development
Data Engineer,Analyst (UAE National Role) - Business Credit Office,HSBC -,"Dubai,United Arab Emirates",5 days ago,Full Time,,Entry Level,,·Analyst/Research
Data Engineer,Analyst (UAE National Role) - Business Credit Office,HSBC -,"Dubai,United Arab Emirates",5 days ago,Full Time,,Entry Level,,·Engineering - Telecom/Technology
Data Engineer,Analyst (UAE National Role) - Business Credit Office,HSBC -,"Dubai,United Arab Emirates",5 days ago,Full Time,,Entry Level,,· Analysis
Data Engineer,Analyst (UAE National Role) - Business Credit Office,HSBC -,"Dubai,United Arab Emirates",5 days ago,Full Time,,Entry Level,,· Information Technology (IT)
Data Engineer,Analyst (UAE National Role) - Business Credit Office,HSBC -,"Dubai,United Arab Emirates",5 days ago,Full Time,,Entry Level,,· Computer Science
Data Engineer,Analyst (UAE National Role) - Business Credit Office,HSBC -,"Dubai,United Arab Emirates",5 days ago,Full Time,,Entry Level,,· Business Analysis
Data Engineer,Analyst (UAE National Role) - Business Credit Office,HSBC -,"Dubai,United Arab Emirates",5 days ago,Full Time,,Entry Level,,· Finance
Data Engineer,Analyst (UAE National Role) - Business Credit Office,HSBC -,"Dubai,United Arab Emirates",5 days ago,Full Time,,Entry Level,,· Accounting
Data Engineer,Analyst (UAE National Role) - Business Credit Office,HSBC -,"Dubai,United Arab Emirates",5 days ago,Full Time,,Entry Level,,· Microsoft Office
Data Engineer,Agricultural Engineer,Sotaico -,"Nozha,Cairo,Egypt",2 months ago,Full Time,On-site,Entry Level,·1 - 3 Yrs of Exp,·Quality
Data Engineer,Agricultural Engineer,Sotaico -,"Nozha,Cairo,Egypt",2 months ago,Full Time,On-site,Entry Level,·1 - 3 Yrs of Exp,·Engineering - Other
Data Engineer,Agricultural Engineer,Sotaico -,"Nozha,Cairo,Egypt",2 months ago,Full Time,On-site,Entry Level,·1 - 3 Yrs of Exp,Agricultural engineering
Data Engineer,Agricultural Engineer,Sotaico -,"Nozha,Cairo,Egypt",2 months ago,Full Time,On-site,Entry Level,·1 - 3 Yrs of Exp,· Problem-solving
Data Engineer,Agricultural Engineer,Sotaico -,"Nozha,Cairo,Egypt",2 months ago,Full Time,On-site,Entry Level,·1 - 3 Yrs of Exp,Agricultural Engineering
Data Engineer,Agricultural Engineer,Sotaico -,"Nozha,Cairo,Egypt",2 months ago,Full Time,On-site,Entry Level,·1 - 3 Yrs of Exp,Engineering
Data Engineer,Agricultural Engineer,Sotaico -,"Nozha,Cairo,Egypt",2 months ago,Full Time,On-site,Entry Level,·1 - 3 Yrs of Exp,Engineering Services
Data Engineer,Agricultural Engineer,Sotaico -,"Nozha,Cairo,Egypt",2 months ago,Full Time,On-site,Entry Level,·1 - 3 Yrs of Exp,· Communication
Data Engineer,Agricultural Engineer,Sotaico -,"Nozha,Cairo,Egypt",2 months ago,Full Time,On-site,Entry Level,·1 - 3 Yrs of Exp,Engineering Service
Data Engineer,Business Process Improvement and design expert,Fixed Solutions -,"Cairo,Egypt",1 day ago,Full Time,On-site,Experienced,·3 - 7 Yrs of Exp,·Quality
Data Engineer,Business Process Improvement and design expert,Fixed Solutions -,"Cairo,Egypt",1 day ago,Full Time,On-site,Experienced,·3 - 7 Yrs of Exp,· BPMN
Data Engineer,Business Process Improvement and design expert,Fixed Solutions -,"Cairo,Egypt",1 day ago,Full Time,On-site,Experienced,·3 - 7 Yrs of Exp,· Process Design
Data Engineer,Business Process Improvement and design expert,Fixed Solutions -,"Cairo,Egypt",1 day ago,Full Time,On-site,Experienced,·3 - 7 Yrs of Exp,· Process Improvement
Data Engineer,Business Process Improvement and design expert,Fixed Solutions -,"Cairo,Egypt",1 day ago,Full Time,On-site,Experienced,·3 - 7 Yrs of Exp,Business Process Re-engineering
Data Engineer,Technical Office Architect,ASC for Construction and Engineering -,"Nasr City,Cairo,Egypt",6 days ago,Full Time,On-site,Experienced,·3 - 4 Yrs of Exp,·Engineering - Construction/Civil/Architecture
Data Engineer,Technical Office Architect,ASC for Construction and Engineering -,"Nasr City,Cairo,Egypt",6 days ago,Full Time,On-site,Experienced,·3 - 4 Yrs of Exp,· Architectural Design
Data Engineer,Technical Office Architect,ASC for Construction and Engineering -,"Nasr City,Cairo,Egypt",6 days ago,Full Time,On-site,Experienced,·3 - 4 Yrs of Exp,Technical Office Engineering
Data Engineer,Technical Office Architect,ASC for Construction and Engineering -,"Nasr City,Cairo,Egypt",6 days ago,Full Time,On-site,Experienced,·3 - 4 Yrs of Exp,· BOQ
Data Engineer,Technical Office Architect,ASC for Construction and Engineering -,"Nasr City,Cairo,Egypt",6 days ago,Full Time,On-site,Experienced,·3 - 4 Yrs of Exp,· AutoCAD
Data Engineer,Technical Office Architect,ASC for Construction and Engineering -,"Nasr City,Cairo,Egypt",6 days ago,Full Time,On-site,Experienced,·3 - 4 Yrs of Exp,· Revit
Data Engineer,Electrical Engineer,Dorra Group -,"Sheikh Zayed,Giza,Egypt",2 months ago,Full Time,On-site,Experienced,·2 - 5 Yrs of Exp,·Engineering - Mechanical/Electrical
Data Engineer,Electrical Engineer,Dorra Group -,"Sheikh Zayed,Giza,Egypt",2 months ago,Full Time,On-site,Experienced,·2 - 5 Yrs of Exp,· Electrical
Data Engineer,Electrical Engineer,Dorra Group -,"Sheikh Zayed,Giza,Egypt",2 months ago,Full Time,On-site,Experienced,·2 - 5 Yrs of Exp,· Design
Data Engineer,Electrical Engineer,Dorra Group -,"Sheikh Zayed,Giza,Egypt",2 months ago,Full Time,On-site,Experienced,·2 - 5 Yrs of Exp,Electrical Engineering
Data Engineer,Electrical Engineer,Dorra Group -,"Sheikh Zayed,Giza,Egypt",2 months ago,Full Time,On-site,Experienced,·2 - 5 Yrs of Exp,Engineering
Data Engineer,Electrical Engineer,Dorra Group -,"Sheikh Zayed,Giza,Egypt",2 months ago,Full Time,On-site,Experienced,·2 - 5 Yrs of Exp,· AutoCAD
Data Engineer,Electrical Engineer,Dorra Group -,"Sheikh Zayed,Giza,Egypt",2 months ago,Full Time,On-site,Experienced,·2 - 5 Yrs of Exp,· Revit
Data Engineer,Electrical Engineer,Dorra Group -,"Sheikh Zayed,Giza,Egypt",2 months ago,Full Time,On-site,Experienced,·2 - 5 Yrs of Exp,· Site supervision
Data Engineer,Electrical Engineer,Dorra Group -,"Sheikh Zayed,Giza,Egypt",2 months ago,Full Time,On-site,Experienced,·2 - 5 Yrs of Exp,· Calculation Software
Data Engineer,Electrical Engineer,Dorra Group -,"Sheikh Zayed,Giza,Egypt",2 months ago,Full Time,On-site,Experienced,·2 - 5 Yrs of Exp,· Design Software
Data Engineer,Senior Applied Scientist,Inception -,"Dubai,United Arab Emirates",6 days ago,Full Time,,Entry Level,,·R&D/Science
Data Engineer,Senior Applied Scientist,Inception -,"Dubai,United Arab Emirates",6 days ago,Full Time,,Entry Level,,·IT/Software Development
Data Engineer,Senior Applied Scientist,Inception -,"Dubai,United Arab Emirates",6 days ago,Full Time,,Entry Level,,·Engineering - Telecom/Technology
Data Engineer,Senior Applied Scientist,Inception -,"Dubai,United Arab Emirates",6 days ago,Full Time,,Entry Level,,· Computer Science
Data Engineer,Senior Applied Scientist,Inception -,"Dubai,United Arab Emirates",6 days ago,Full Time,,Entry Level,,Engineering
Data Engineer,Senior Applied Scientist,Inception -,"Dubai,United Arab Emirates",6 days ago,Full Time,,Entry Level,,· Information Technology (IT)
Data Engineer,Senior Applied Scientist,Inception -,"Dubai,United Arab Emirates",6 days ago,Full Time,,Entry Level,,· SQL
Data Engineer,Senior Applied Scientist,Inception -,"Dubai,United Arab Emirates",6 days ago,Full Time,,Entry Level,,Data Science
Data Engineer,Senior Applied Scientist,Inception -,"Dubai,United Arab Emirates",6 days ago,Full Time,,Entry Level,,· Java
Data Engineer,Senior Applied Scientist,Inception -,"Dubai,United Arab Emirates",6 days ago,Full Time,,Entry Level,,· Python
Data Engineer,Trading Assistant,Schonfeld -,"Dubai,United Arab Emirates",6 days ago,Full Time,,Entry Level,,·Marketing/PR/Advertising
Data Engineer,Trading Assistant,Schonfeld -,"Dubai,United Arab Emirates",6 days ago,Full Time,,Entry Level,,·Sales/Retail
Data Engineer,Trading Assistant,Schonfeld -,"Dubai,United Arab Emirates",6 days ago,Full Time,,Entry Level,,·Engineering - Mechanical/Electrical
Data Engineer,Trading Assistant,Schonfeld -,"Dubai,United Arab Emirates",6 days ago,Full Time,,Entry Level,,· sales
Data Engineer,Trading Assistant,Schonfeld -,"Dubai,United Arab Emirates",6 days ago,Full Time,,Entry Level,,· sales skills
Data Engineer,Trading Assistant,Schonfeld -,"Dubai,United Arab Emirates",6 days ago,Full Time,,Entry Level,,· sales target
Data Engineer,Trading Assistant,Schonfeld -,"Dubai,United Arab Emirates",6 days ago,Full Time,,Entry Level,,engineering
Data Engineer,Trading Assistant,Schonfeld -,"Dubai,United Arab Emirates",6 days ago,Full Time,,Entry Level,,· management
Data Engineer,Trading Assistant,Schonfeld -,"Dubai,United Arab Emirates",6 days ago,Full Time,,Entry Level,,· communication
Data Engineer,Trading Assistant,Schonfeld -,"Dubai,United Arab Emirates",6 days ago,Full Time,,Entry Level,,· operations
Data Engineer,Mid-Level Software Tester,Expert Apps -,"Maadi,Cairo,Egypt",7 days ago,Full Time,Hybrid,Experienced,·2 - 4 Yrs of Exp,·IT/Software Development
Data Engineer,Mid-Level Software Tester,Expert Apps -,"Maadi,Cairo,Egypt",7 days ago,Full Time,Hybrid,Experienced,·2 - 4 Yrs of Exp,· Quality Control
Data Engineer,Mid-Level Software Tester,Expert Apps -,"Maadi,Cairo,Egypt",7 days ago,Full Time,Hybrid,Experienced,·2 - 4 Yrs of Exp,· Information Technology (IT)
Data Engineer,Mid-Level Software Tester,Expert Apps -,"Maadi,Cairo,Egypt",7 days ago,Full Time,Hybrid,Experienced,·2 - 4 Yrs of Exp,· Software Development
Data Engineer,Mid-Level Software Tester,Expert Apps -,"Maadi,Cairo,Egypt",7 days ago,Full Time,Hybrid,Experienced,·2 - 4 Yrs of Exp,Software Engineering
Data Engineer,Mid-Level Software Tester,Expert Apps -,"Maadi,Cairo,Egypt",7 days ago,Full Time,Hybrid,Experienced,·2 - 4 Yrs of Exp,· ISTQB
Data Engineer,Mid-Level Software Tester,Expert Apps -,"Maadi,Cairo,Egypt",7 days ago,Full Time,Hybrid,Experienced,·2 - 4 Yrs of Exp,· Agile Software
Data Engineer,Mid-Level Software Tester,Expert Apps -,"Maadi,Cairo,Egypt",7 days ago,Full Time,Hybrid,Experienced,·2 - 4 Yrs of Exp,· SQL
Data Engineer,Mid-Level Software Tester,Expert Apps -,"Maadi,Cairo,Egypt",7 days ago,Full Time,Hybrid,Experienced,·2 - 4 Yrs of Exp,· Microsoft TFS
Data Engineer,BI Analyst,Hiring Troops -,"Riyadh,Saudi Arabia",8 days ago,Full Time,,Not specified,,·IT/Software Development
Data Engineer,BI Analyst,Hiring Troops -,"Riyadh,Saudi Arabia",8 days ago,Full Time,,Not specified,,·Analyst/Research
Data Engineer,BI Analyst,Hiring Troops -,"Riyadh,Saudi Arabia",8 days ago,Full Time,,Not specified,,·Engineering - Telecom/Technology
Data Engineer,BI Analyst,Hiring Troops -,"Riyadh,Saudi Arabia",8 days ago,Full Time,,Not specified,,· Computer Science
Data Engineer,BI Analyst,Hiring Troops -,"Riyadh,Saudi Arabia",8 days ago,Full Time,,Not specified,,· Analysis
Data Engineer,BI Analyst,Hiring Troops -,"Riyadh,Saudi Arabia",8 days ago,Full Time,,Not specified,,· Information Technology (IT)
Data Engineer,BI Analyst,Hiring Troops -,"Riyadh,Saudi Arabia",8 days ago,Full Time,,Not specified,,· Power BI
Data Engineer,BI Analyst,Hiring Troops -,"Riyadh,Saudi Arabia",8 days ago,Full Time,,Not specified,,· BI
Data Engineer,BI Analyst,Hiring Troops -,"Riyadh,Saudi Arabia",8 days ago,Full Time,,Not specified,,· Business Analysis
Data Engineer,BI Analyst,Hiring Troops -,"Riyadh,Saudi Arabia",8 days ago,Full Time,,Not specified,,· SQL
Data Engineer,"Senior Analyst (Supply Analytics, Bangkok-based, Relocation provided)",Agoda -,"Makkah,Saudi Arabia",8 days ago,Full Time,,Experienced,,·IT/Software Development
Data Engineer,"Senior Analyst (Supply Analytics, Bangkok-based, Relocation provided)",Agoda -,"Makkah,Saudi Arabia",8 days ago,Full Time,,Experienced,,·Analyst/Research
Data Engineer,"Senior Analyst (Supply Analytics, Bangkok-based, Relocation provided)",Agoda -,"Makkah,Saudi Arabia",8 days ago,Full Time,,Experienced,,·Engineering - Telecom/Technology
Data Engineer,"Senior Analyst (Supply Analytics, Bangkok-based, Relocation provided)",Agoda -,"Makkah,Saudi Arabia",8 days ago,Full Time,,Experienced,,· Information Technology (IT)
Data Engineer,"Senior Analyst (Supply Analytics, Bangkok-based, Relocation provided)",Agoda -,"Makkah,Saudi Arabia",8 days ago,Full Time,,Experienced,,· Computer Science
Data Engineer,"Senior Analyst (Supply Analytics, Bangkok-based, Relocation provided)",Agoda -,"Makkah,Saudi Arabia",8 days ago,Full Time,,Experienced,,· Analysis
Data Engineer,"Senior Analyst (Supply Analytics, Bangkok-based, Relocation provided)",Agoda -,"Makkah,Saudi Arabia",8 days ago,Full Time,,Experienced,,· Business Analysis
Data Engineer,"Senior Analyst (Supply Analytics, Bangkok-based, Relocation provided)",Agoda -,"Makkah,Saudi Arabia",8 days ago,Full Time,,Experienced,,· Finance
Data Engineer,"Senior Analyst (Supply Analytics, Bangkok-based, Relocation provided)",Agoda -,"Makkah,Saudi Arabia",8 days ago,Full Time,,Experienced,,· Accounting
Data Engineer,"Senior Analyst (Supply Analytics, Bangkok-based, Relocation provided)",Agoda -,"Makkah,Saudi Arabia",8 days ago,Full Time,,Experienced,,· Financial Analysis
Data Engineer,Sr. Executive - QA Inspector,Jamjoom Pharma -,"Makkah,Saudi Arabia",8 days ago,Full Time,,Experienced,,·IT/Software Development
Data Engineer,Sr. Executive - QA Inspector,Jamjoom Pharma -,"Makkah,Saudi Arabia",8 days ago,Full Time,,Experienced,,·Project/Program Management
Data Engineer,Sr. Executive - QA Inspector,Jamjoom Pharma -,"Makkah,Saudi Arabia",8 days ago,Full Time,,Experienced,,·Engineering - Telecom/Technology
Data Engineer,Sr. Executive - QA Inspector,Jamjoom Pharma -,"Makkah,Saudi Arabia",8 days ago,Full Time,,Experienced,,· information technology (it)
Data Engineer,Sr. Executive - QA Inspector,Jamjoom Pharma -,"Makkah,Saudi Arabia",8 days ago,Full Time,,Experienced,,· computer science
Data Engineer,Sr. Executive - QA Inspector,Jamjoom Pharma -,"Makkah,Saudi Arabia",8 days ago,Full Time,,Experienced,,engineering
Data Engineer,Sr. Executive - QA Inspector,Jamjoom Pharma -,"Makkah,Saudi Arabia",8 days ago,Full Time,,Experienced,,· project management
Data Engineer,Sr. Executive - QA Inspector,Jamjoom Pharma -,"Makkah,Saudi Arabia",8 days ago,Full Time,,Experienced,,· quality
Data Engineer,Sr. Executive - QA Inspector,Jamjoom Pharma -,"Makkah,Saudi Arabia",8 days ago,Full Time,,Experienced,,· analysis
Data Engineer,Sr. Executive - QA Inspector,Jamjoom Pharma -,"Makkah,Saudi Arabia",8 days ago,Full Time,,Experienced,,· communication skills
Data Engineer,Junior Application Support Engineer,Lumin -,"6th of October,Giza,Egypt",3 months ago,Full Time,On-site,Experienced,·2+ Yrs of Exp,·Installation/Maintenance/Repair
Data Engineer,Junior Application Support Engineer,Lumin -,"6th of October,Giza,Egypt",3 months ago,Full Time,On-site,Experienced,·2+ Yrs of Exp,·IT/Software Development
Data Engineer,Junior Application Support Engineer,Lumin -,"6th of October,Giza,Egypt",3 months ago,Full Time,On-site,Experienced,·2+ Yrs of Exp,·Engineering - Telecom/Technology
Data Engineer,Junior Application Support Engineer,Lumin -,"6th of October,Giza,Egypt",3 months ago,Full Time,On-site,Experienced,·2+ Yrs of Exp,· IT consulting
Data Engineer,Junior Application Support Engineer,Lumin -,"6th of October,Giza,Egypt",3 months ago,Full Time,On-site,Experienced,·2+ Yrs of Exp,· Custom software development
Data Engineer,Junior Application Support Engineer,Lumin -,"6th of October,Giza,Egypt",3 months ago,Full Time,On-site,Experienced,·2+ Yrs of Exp,· Mobile applications
Data Engineer,Junior Application Support Engineer,Lumin -,"6th of October,Giza,Egypt",3 months ago,Full Time,On-site,Experienced,·2+ Yrs of Exp,· Software testing
Data Engineer,Junior Application Support Engineer,Lumin -,"6th of October,Giza,Egypt",3 months ago,Full Time,On-site,Experienced,·2+ Yrs of Exp,Data Science
Data Engineer,Junior Application Support Engineer,Lumin -,"6th of October,Giza,Egypt",3 months ago,Full Time,On-site,Experienced,·2+ Yrs of Exp,· Artificial Intelligence (AI)
Data Engineer,Junior Application Support Engineer,Lumin -,"6th of October,Giza,Egypt",3 months ago,Full Time,On-site,Experienced,·2+ Yrs of Exp,· ERP systems
Data Engineer,Planning Director,Kandil Glass -,"10th of Ramadan City,Cairo,Egypt",8 days ago,Full Time,On-site,Senior Management,·12 - 15 Yrs of Exp,·Logistics/Supply Chain
Data Engineer,Planning Director,Kandil Glass -,"10th of Ramadan City,Cairo,Egypt",8 days ago,Full Time,On-site,Senior Management,·12 - 15 Yrs of Exp,·Manufacturing/Production
Data Engineer,Planning Director,Kandil Glass -,"10th of Ramadan City,Cairo,Egypt",8 days ago,Full Time,On-site,Senior Management,·12 - 15 Yrs of Exp,· MRP
Data Engineer,Planning Director,Kandil Glass -,"10th of Ramadan City,Cairo,Egypt",8 days ago,Full Time,On-site,Senior Management,·12 - 15 Yrs of Exp,· Demand Planning
Data Engineer,Planning Director,Kandil Glass -,"10th of Ramadan City,Cairo,Egypt",8 days ago,Full Time,On-site,Senior Management,·12 - 15 Yrs of Exp,· CPIM
Data Engineer,Planning Director,Kandil Glass -,"10th of Ramadan City,Cairo,Egypt",8 days ago,Full Time,On-site,Senior Management,·12 - 15 Yrs of Exp,· Supply Chain
Data Engineer,Planning Director,Kandil Glass -,"10th of Ramadan City,Cairo,Egypt",8 days ago,Full Time,On-site,Senior Management,·12 - 15 Yrs of Exp,· Manufacturing Industry
Data Engineer,Planning Director,Kandil Glass -,"10th of Ramadan City,Cairo,Egypt",8 days ago,Full Time,On-site,Senior Management,·12 - 15 Yrs of Exp,Industrial Engineering
Data Engineer,Planning Director,Kandil Glass -,"10th of Ramadan City,Cairo,Egypt",8 days ago,Full Time,On-site,Senior Management,·12 - 15 Yrs of Exp,· CSCP
Data Engineer,Senior Research and development Specialist,French for food industries -,"Cairo,Egypt",25 days ago,Full Time,On-site,Experienced,·2 - 5 Yrs of Exp,·R&D/Science
Data Engineer,Senior Research and development Specialist,French for food industries -,"Cairo,Egypt",25 days ago,Full Time,On-site,Experienced,·2 - 5 Yrs of Exp,· Quality Assurance
Data Engineer,Senior Research and development Specialist,French for food industries -,"Cairo,Egypt",25 days ago,Full Time,On-site,Experienced,·2 - 5 Yrs of Exp,· Project Management
Data Engineer,Senior Research and development Specialist,French for food industries -,"Cairo,Egypt",25 days ago,Full Time,On-site,Experienced,·2 - 5 Yrs of Exp,· Technical Documentation
Data Engineer,Senior Research and development Specialist,French for food industries -,"Cairo,Egypt",25 days ago,Full Time,On-site,Experienced,·2 - 5 Yrs of Exp,· Cross-functional Collaboration
Data Engineer,Senior Research and development Specialist,French for food industries -,"Cairo,Egypt",25 days ago,Full Time,On-site,Experienced,·2 - 5 Yrs of Exp,· Problem Solving
Data Engineer,Senior Research and development Specialist,French for food industries -,"Cairo,Egypt",25 days ago,Full Time,On-site,Experienced,·2 - 5 Yrs of Exp,· Research and Development
Data Engineer,Senior Research and development Specialist,French for food industries -,"Cairo,Egypt",25 days ago,Full Time,On-site,Experienced,·2 - 5 Yrs of Exp,· Product Innovation
Data Engineer,Senior Research and development Specialist,French for food industries -,"Cairo,Egypt",25 days ago,Full Time,On-site,Experienced,·2 - 5 Yrs of Exp,Data Analysis
Data Engineer,Senior Research and development Specialist,French for food industries -,"Cairo,Egypt",25 days ago,Full Time,On-site,Experienced,·2 - 5 Yrs of Exp,· Process Optimization
Data Engineer,Quality Assurance Lead (Design & Implementation),B.TECH -,"Nasr City,Cairo,Egypt",27 days ago,Full Time,On-site,Manager,·5+ Yrs of Exp,·Operations/Management
Data Engineer,Quality Assurance Lead (Design & Implementation),B.TECH -,"Nasr City,Cairo,Egypt",27 days ago,Full Time,On-site,Manager,·5+ Yrs of Exp,·Quality
Data Engineer,Quality Assurance Lead (Design & Implementation),B.TECH -,"Nasr City,Cairo,Egypt",27 days ago,Full Time,On-site,Manager,·5+ Yrs of Exp,· Lean Six Sigma
Data Engineer,Quality Assurance Lead (Design & Implementation),B.TECH -,"Nasr City,Cairo,Egypt",27 days ago,Full Time,On-site,Manager,·5+ Yrs of Exp,· Project Management
Data Engineer,Quality Assurance Lead (Design & Implementation),B.TECH -,"Nasr City,Cairo,Egypt",27 days ago,Full Time,On-site,Manager,·5+ Yrs of Exp,Data Analysis
Data Engineer,Quality Assurance Lead (Design & Implementation),B.TECH -,"Nasr City,Cairo,Egypt",27 days ago,Full Time,On-site,Manager,·5+ Yrs of Exp,· Process Mapping
Data Engineer,Quality Assurance Lead (Design & Implementation),B.TECH -,"Nasr City,Cairo,Egypt",27 days ago,Full Time,On-site,Manager,·5+ Yrs of Exp,· Change Management
Data Engineer,Quality Assurance Lead (Design & Implementation),B.TECH -,"Nasr City,Cairo,Egypt",27 days ago,Full Time,On-site,Manager,·5+ Yrs of Exp,· Problem Solving
Data Engineer,Quality Assurance Lead (Design & Implementation),B.TECH -,"Nasr City,Cairo,Egypt",27 days ago,Full Time,On-site,Manager,·5+ Yrs of Exp,· Communication
Data Engineer,Quality Assurance Lead (Design & Implementation),B.TECH -,"Nasr City,Cairo,Egypt",27 days ago,Full Time,On-site,Manager,·5+ Yrs of Exp,· Team Leadership
Data Engineer,Analyst (UAE National Role) - HSBC Infrastructure Finance,HSBC -,"Dubai,United Arab Emirates",11 days ago,Full Time,,Entry Level,,·IT/Software Development
Data Engineer,Analyst (UAE National Role) - HSBC Infrastructure Finance,HSBC -,"Dubai,United Arab Emirates",11 days ago,Full Time,,Entry Level,,·Analyst/Research
Data Engineer,Analyst (UAE National Role) - HSBC Infrastructure Finance,HSBC -,"Dubai,United Arab Emirates",11 days ago,Full Time,,Entry Level,,·Engineering - Telecom/Technology
Data Engineer,Analyst (UAE National Role) - HSBC Infrastructure Finance,HSBC -,"Dubai,United Arab Emirates",11 days ago,Full Time,,Entry Level,,· Analysis
Data Engineer,Analyst (UAE National Role) - HSBC Infrastructure Finance,HSBC -,"Dubai,United Arab Emirates",11 days ago,Full Time,,Entry Level,,· Information Technology (IT)
Data Engineer,Analyst (UAE National Role) - HSBC Infrastructure Finance,HSBC -,"Dubai,United Arab Emirates",11 days ago,Full Time,,Entry Level,,· Computer Science
Data Engineer,Analyst (UAE National Role) - HSBC Infrastructure Finance,HSBC -,"Dubai,United Arab Emirates",11 days ago,Full Time,,Entry Level,,· Business Analysis
Data Engineer,Analyst (UAE National Role) - HSBC Infrastructure Finance,HSBC -,"Dubai,United Arab Emirates",11 days ago,Full Time,,Entry Level,,· Finance
Data Engineer,Analyst (UAE National Role) - HSBC Infrastructure Finance,HSBC -,"Dubai,United Arab Emirates",11 days ago,Full Time,,Entry Level,,· Accounting
Data Engineer,Analyst (UAE National Role) - HSBC Infrastructure Finance,HSBC -,"Dubai,United Arab Emirates",11 days ago,Full Time,,Entry Level,,· Microsoft Office
Data Engineer,Planning Coordinator,ICABINETS GROUP FOR INDUSTRIAL INVESTMENT -,"Ain Sokhna,Suez,Egypt",20 days ago,Full Time,On-site,Experienced,·2 - 4 Yrs of Exp,·Operations/Management
Data Engineer,Planning Coordinator,ICABINETS GROUP FOR INDUSTRIAL INVESTMENT -,"Ain Sokhna,Suez,Egypt",20 days ago,Full Time,On-site,Experienced,·2 - 4 Yrs of Exp,· Production Planning
Data Engineer,Planning Coordinator,ICABINETS GROUP FOR INDUSTRIAL INVESTMENT -,"Ain Sokhna,Suez,Egypt",20 days ago,Full Time,On-site,Experienced,·2 - 4 Yrs of Exp,· Scheduling
Data Engineer,Planning Coordinator,ICABINETS GROUP FOR INDUSTRIAL INVESTMENT -,"Ain Sokhna,Suez,Egypt",20 days ago,Full Time,On-site,Experienced,·2 - 4 Yrs of Exp,Data Analysis
Data Engineer,Planning Coordinator,ICABINETS GROUP FOR INDUSTRIAL INVESTMENT -,"Ain Sokhna,Suez,Egypt",20 days ago,Full Time,On-site,Experienced,·2 - 4 Yrs of Exp,· Time Management
Data Engineer,Planning Coordinator,ICABINETS GROUP FOR INDUSTRIAL INVESTMENT -,"Ain Sokhna,Suez,Egypt",20 days ago,Full Time,On-site,Experienced,·2 - 4 Yrs of Exp,· ERP/MRP Systems
Data Engineer,Planning Coordinator,ICABINETS GROUP FOR INDUSTRIAL INVESTMENT -,"Ain Sokhna,Suez,Egypt",20 days ago,Full Time,On-site,Experienced,·2 - 4 Yrs of Exp,· Attention to Detail
Data Engineer,Planning Coordinator,ICABINETS GROUP FOR INDUSTRIAL INVESTMENT -,"Ain Sokhna,Suez,Egypt",20 days ago,Full Time,On-site,Experienced,·2 - 4 Yrs of Exp,· Process Optimization
Data Engineer,Planning Coordinator,ICABINETS GROUP FOR INDUSTRIAL INVESTMENT -,"Ain Sokhna,Suez,Egypt",20 days ago,Full Time,On-site,Experienced,·2 - 4 Yrs of Exp,· Cross-functional Communication
Data Engineer,Planning Coordinator,ICABINETS GROUP FOR INDUSTRIAL INVESTMENT -,"Ain Sokhna,Suez,Egypt",20 days ago,Full Time,On-site,Experienced,·2 - 4 Yrs of Exp,· Problem Solving
Data Engineer,Quality Control Manager,Confidential -,"Bourj Alarab,Alexandria,Egypt",22 days ago,Full Time,On-site,Manager,·7+ Yrs of Exp,·R&D/Science
Data Engineer,Quality Control Manager,Confidential -,"Bourj Alarab,Alexandria,Egypt",22 days ago,Full Time,On-site,Manager,·7+ Yrs of Exp,·Manufacturing/Production
Data Engineer,Quality Control Manager,Confidential -,"Bourj Alarab,Alexandria,Egypt",22 days ago,Full Time,On-site,Manager,·7+ Yrs of Exp,·Quality
