search_query,job_title,company,loc,posting_recency,employment_type,work_arrangement_type,experience_lvl,years_of_experience,skill
Data Engineer,Restaurants Sales Manager - Conrad Abu Dhabi Etihad Towers,Hilton -,"Dubai,United Arab Emirates",8 days ago,Full Time,,Entry Level,,·Sales/Retail
Data Engineer,Restaurants Sales Manager - Conrad Abu Dhabi Etihad Towers,Hilton -,"Dubai,United Arab Emirates",8 days ago,Full Time,,Entry Level,,· Sales
Data Engineer,Restaurants Sales Manager - Conrad Abu Dhabi Etihad Towers,Hilton -,"Dubai,United Arab Emirates",8 days ago,Full Time,,Entry Level,,· Sales Skills
Data Engineer,Restaurants Sales Manager - Conrad Abu Dhabi Etihad Towers,Hilton -,"Dubai,United Arab Emirates",8 days ago,Full Time,,Entry Level,,· Sales Target
Data Engineer,Restaurants Sales Manager - Conrad Abu Dhabi Etihad Towers,Hilton -,"Dubai,United Arab Emirates",8 days ago,Full Time,,Entry Level,,· Customer Service
Data Engineer,Restaurants Sales Manager - Conrad Abu Dhabi Etihad Towers,Hilton -,"Dubai,United Arab Emirates",8 days ago,Full Time,,Entry Level,,· Customer Support
Data Engineer,Restaurants Sales Manager - Conrad Abu Dhabi Etihad Towers,Hilton -,"Dubai,United Arab Emirates",8 days ago,Full Time,,Entry Level,,· Customer Care
Data Engineer,Restaurants Sales Manager - Conrad Abu Dhabi Etihad Towers,Hilton -,"Dubai,United Arab Emirates",8 days ago,Full Time,,Entry Level,,· Management
Data Engineer,Waste Management Coordinator,Jan De Nul Group -,"Dubai,United Arab Emirates",9 days ago,Full Time,,Experienced,,·Administration
Data Engineer,Waste Management Coordinator,Jan De Nul Group -,"Dubai,United Arab Emirates",9 days ago,Full Time,,Experienced,,·Operations/Management
Data Engineer,Waste Management Coordinator,Jan De Nul Group -,"Dubai,United Arab Emirates",9 days ago,Full Time,,Experienced,,·Project/Program Management
Data Engineer,Waste Management Coordinator,Jan De Nul Group -,"Dubai,United Arab Emirates",9 days ago,Full Time,,Experienced,,· Administration
Data Engineer,Waste Management Coordinator,Jan De Nul Group -,"Dubai,United Arab Emirates",9 days ago,Full Time,,Experienced,,Engineering
Data Engineer,Waste Management Coordinator,Jan De Nul Group -,"Dubai,United Arab Emirates",9 days ago,Full Time,,Experienced,,· Project Management
Data Engineer,Waste Management Coordinator,Jan De Nul Group -,"Dubai,United Arab Emirates",9 days ago,Full Time,,Experienced,,· Microsoft Office
Data Engineer,Waste Management Coordinator,Jan De Nul Group -,"Dubai,United Arab Emirates",9 days ago,Full Time,,Experienced,,· Communication
Data Engineer,Waste Management Coordinator,Jan De Nul Group -,"Dubai,United Arab Emirates",9 days ago,Full Time,,Experienced,,· English
Data Engineer,Waste Management Coordinator,Jan De Nul Group -,"Dubai,United Arab Emirates",9 days ago,Full Time,,Experienced,,· Office Management
Data Engineer,Lead - Power System Study,Larsen & Toubro -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Student,,·IT/Software Development
Data Engineer,Lead - Power System Study,Larsen & Toubro -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Student,,·Sales/Retail
Data Engineer,Lead - Power System Study,Larsen & Toubro -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Student,,·Engineering - Telecom/Technology
Data Engineer,Lead - Power System Study,Larsen & Toubro -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Student,,· Information Technology (IT)
Data Engineer,Lead - Power System Study,Larsen & Toubro -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Student,,· Sales
Data Engineer,Lead - Power System Study,Larsen & Toubro -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Student,,· Computer Science
Data Engineer,Lead - Power System Study,Larsen & Toubro -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Student,,· Sales Skills
Data Engineer,Lead - Power System Study,Larsen & Toubro -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Student,,· Lead Generation
Data Engineer,Lead - Power System Study,Larsen & Toubro -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Student,,· Software Development
Data Engineer,Lead - Power System Study,Larsen & Toubro -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Student,,· Sales Target
Data Engineer,Area Sales Manager,TotalEnergies -,"Riyadh,Saudi Arabia",11 days ago,Full Time,,Experienced,,·Customer Service/Support
Data Engineer,Area Sales Manager,TotalEnergies -,"Riyadh,Saudi Arabia",11 days ago,Full Time,,Experienced,,·Operations/Management
Data Engineer,Area Sales Manager,TotalEnergies -,"Riyadh,Saudi Arabia",11 days ago,Full Time,,Experienced,,·Sales/Retail
Data Engineer,Area Sales Manager,TotalEnergies -,"Riyadh,Saudi Arabia",11 days ago,Full Time,,Experienced,,· Sales
Data Engineer,Area Sales Manager,TotalEnergies -,"Riyadh,Saudi Arabia",11 days ago,Full Time,,Experienced,,· Sales Skills
Data Engineer,Area Sales Manager,TotalEnergies -,"Riyadh,Saudi Arabia",11 days ago,Full Time,,Experienced,,· Sales Target
Data Engineer,Area Sales Manager,TotalEnergies -,"Riyadh,Saudi Arabia",11 days ago,Full Time,,Experienced,,· Customer Service
Data Engineer,Area Sales Manager,TotalEnergies -,"Riyadh,Saudi Arabia",11 days ago,Full Time,,Experienced,,· Customer Support
Data Engineer,Area Sales Manager,TotalEnergies -,"Riyadh,Saudi Arabia",11 days ago,Full Time,,Experienced,,· Customer Care
Data Engineer,Area Sales Manager,TotalEnergies -,"Riyadh,Saudi Arabia",11 days ago,Full Time,,Experienced,,· Management
Data Engineer,Dcom Executive Ice Cream,Unilever -,"Dubai,United Arab Emirates",8 days ago,Full Time,,Entry Level,,·Logistics/Supply Chain
Data Engineer,Dcom Executive Ice Cream,Unilever -,"Dubai,United Arab Emirates",8 days ago,Full Time,,Entry Level,,·Manufacturing/Production
Data Engineer,Dcom Executive Ice Cream,Unilever -,"Dubai,United Arab Emirates",8 days ago,Full Time,,Entry Level,,·Engineering - Other
Data Engineer,Dcom Executive Ice Cream,Unilever -,"Dubai,United Arab Emirates",8 days ago,Full Time,,Entry Level,,engineering
Data Engineer,Dcom Executive Ice Cream,Unilever -,"Dubai,United Arab Emirates",8 days ago,Full Time,,Entry Level,,· apics
Data Engineer,Dcom Executive Ice Cream,Unilever -,"Dubai,United Arab Emirates",8 days ago,Full Time,,Entry Level,,· agriculture
Data Engineer,Dcom Executive Ice Cream,Unilever -,"Dubai,United Arab Emirates",8 days ago,Full Time,,Entry Level,,· branding
Data Engineer,Dcom Executive Ice Cream,Unilever -,"Dubai,United Arab Emirates",8 days ago,Full Time,,Entry Level,,· marketing
Data Engineer,Dcom Executive Ice Cream,Unilever -,"Dubai,United Arab Emirates",8 days ago,Full Time,,Entry Level,,· operations
Data Engineer,"Business Development Manager, African Markets",Dyson Benelux -,"Dubai,United Arab Emirates",10 days ago,Full Time,,Experienced,,·Business Development
Data Engineer,"Business Development Manager, African Markets",Dyson Benelux -,"Dubai,United Arab Emirates",10 days ago,Full Time,,Experienced,,·Marketing/PR/Advertising
Data Engineer,"Business Development Manager, African Markets",Dyson Benelux -,"Dubai,United Arab Emirates",10 days ago,Full Time,,Experienced,,·Sales/Retail
Data Engineer,"Business Development Manager, African Markets",Dyson Benelux -,"Dubai,United Arab Emirates",10 days ago,Full Time,,Experienced,,· Business Development
Data Engineer,"Business Development Manager, African Markets",Dyson Benelux -,"Dubai,United Arab Emirates",10 days ago,Full Time,,Experienced,,· Sales
Data Engineer,"Business Development Manager, African Markets",Dyson Benelux -,"Dubai,United Arab Emirates",10 days ago,Full Time,,Experienced,,· Sales Skills
Data Engineer,"Business Development Manager, African Markets",Dyson Benelux -,"Dubai,United Arab Emirates",10 days ago,Full Time,,Experienced,,· Marketing
Data Engineer,"Business Development Manager, African Markets",Dyson Benelux -,"Dubai,United Arab Emirates",10 days ago,Full Time,,Experienced,,· Sales Target
Data Engineer,"Business Development Manager, African Markets",Dyson Benelux -,"Dubai,United Arab Emirates",10 days ago,Full Time,,Experienced,,· Customer Service
Data Engineer,"Business Development Manager, African Markets",Dyson Benelux -,"Dubai,United Arab Emirates",10 days ago,Full Time,,Experienced,,· Market Research
Data Engineer,Senior Project Manager – Giga-Project Construction & Delivery,Confidential Government -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Experienced,,·Engineering - Construction/Civil/Architecture
Data Engineer,Senior Project Manager – Giga-Project Construction & Delivery,Confidential Government -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Experienced,,·IT/Software Development
Data Engineer,Senior Project Manager – Giga-Project Construction & Delivery,Confidential Government -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Experienced,,·Project/Program Management
Data Engineer,Senior Project Manager – Giga-Project Construction & Delivery,Confidential Government -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Experienced,,· Project Management
Data Engineer,Senior Project Manager – Giga-Project Construction & Delivery,Confidential Government -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Experienced,,Engineering
Data Engineer,Senior Project Manager – Giga-Project Construction & Delivery,Confidential Government -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Experienced,,· PMP
Data Engineer,Senior Project Manager – Giga-Project Construction & Delivery,Confidential Government -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Experienced,,· Information Technology (IT)
Data Engineer,Senior Project Manager – Giga-Project Construction & Delivery,Confidential Government -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Experienced,,· Computer Science
Data Engineer,Senior Project Manager – Giga-Project Construction & Delivery,Confidential Government -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Experienced,,· Construction
Data Engineer,Senior Project Manager – Giga-Project Construction & Delivery,Confidential Government -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Experienced,,· Management
Data Engineer,"Business Analyst - KSA, Dammam",Henkel -,"Riyadh,Saudi Arabia",10 days ago,Full Time,,Experienced,,·IT/Software Development
Data Engineer,"Business Analyst - KSA, Dammam",Henkel -,"Riyadh,Saudi Arabia",10 days ago,Full Time,,Experienced,,·Analyst/Research
Data Engineer,"Business Analyst - KSA, Dammam",Henkel -,"Riyadh,Saudi Arabia",10 days ago,Full Time,,Experienced,,·Engineering - Telecom/Technology
Data Engineer,"Business Analyst - KSA, Dammam",Henkel -,"Riyadh,Saudi Arabia",10 days ago,Full Time,,Experienced,,· Business Analysis
Data Engineer,"Business Analyst - KSA, Dammam",Henkel -,"Riyadh,Saudi Arabia",10 days ago,Full Time,,Experienced,,· Information Technology (IT)
Data Engineer,"Business Analyst - KSA, Dammam",Henkel -,"Riyadh,Saudi Arabia",10 days ago,Full Time,,Experienced,,· Computer Science
Data Engineer,"Business Analyst - KSA, Dammam",Henkel -,"Riyadh,Saudi Arabia",10 days ago,Full Time,,Experienced,,· Analysis
Data Engineer,"Business Analyst - KSA, Dammam",Henkel -,"Riyadh,Saudi Arabia",10 days ago,Full Time,,Experienced,,· Software Development
Data Engineer,"Business Analyst - KSA, Dammam",Henkel -,"Riyadh,Saudi Arabia",10 days ago,Full Time,,Experienced,,· Software
Data Engineer,"Business Analyst - KSA, Dammam",Henkel -,"Riyadh,Saudi Arabia",10 days ago,Full Time,,Experienced,,Computer Engineering
Data Engineer,Senior Document Controller,Energy Job Search -,"Dubai,United Arab Emirates",9 days ago,Full Time,,Manager,,·Administration
Data Engineer,Senior Document Controller,Energy Job Search -,"Dubai,United Arab Emirates",9 days ago,Full Time,,Manager,,·IT/Software Development
Data Engineer,Senior Document Controller,Energy Job Search -,"Dubai,United Arab Emirates",9 days ago,Full Time,,Manager,,·Quality
Data Engineer,Senior Document Controller,Energy Job Search -,"Dubai,United Arab Emirates",9 days ago,Full Time,,Manager,,· Administration
Data Engineer,Senior Document Controller,Energy Job Search -,"Dubai,United Arab Emirates",9 days ago,Full Time,,Manager,,· Quality Control
Data Engineer,Senior Document Controller,Energy Job Search -,"Dubai,United Arab Emirates",9 days ago,Full Time,,Manager,,· Microsoft Office
Data Engineer,Senior Document Controller,Energy Job Search -,"Dubai,United Arab Emirates",9 days ago,Full Time,,Manager,,· Computer Science
Data Engineer,Senior Document Controller,Energy Job Search -,"Dubai,United Arab Emirates",9 days ago,Full Time,,Manager,,· Quality Assurance
Data Engineer,Senior Document Controller,Energy Job Search -,"Dubai,United Arab Emirates",9 days ago,Full Time,,Manager,,· Information Technology (IT)
Data Engineer,Senior Document Controller,Energy Job Search -,"Dubai,United Arab Emirates",9 days ago,Full Time,,Manager,,· Document Control
Data Engineer,President – Digital Strategy & Innovation,Confidential Government -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Senior Management,,·Business Development
Data Engineer,President – Digital Strategy & Innovation,Confidential Government -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Senior Management,,·Marketing/PR/Advertising
Data Engineer,President – Digital Strategy & Innovation,Confidential Government -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Senior Management,,·Analyst/Research
Data Engineer,President – Digital Strategy & Innovation,Confidential Government -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Senior Management,,· Management
Data Engineer,President – Digital Strategy & Innovation,Confidential Government -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Senior Management,,· Marketing
Data Engineer,President – Digital Strategy & Innovation,Confidential Government -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Senior Management,,· Operations
Data Engineer,President – Digital Strategy & Innovation,Confidential Government -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Senior Management,,· Strategy
Data Engineer,President – Digital Strategy & Innovation,Confidential Government -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Senior Management,,· Financial Analysis
Data Engineer,President – Digital Strategy & Innovation,Confidential Government -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Senior Management,,· Financial Modeling
Data Engineer,President – Digital Strategy & Innovation,Confidential Government -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Senior Management,,· Investment
Data Engineer,Managing Director – Advanced Manufacturing & Defense Localization,Confidential Government -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Senior Management,,·Manufacturing/Production
Data Engineer,Managing Director – Advanced Manufacturing & Defense Localization,Confidential Government -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Senior Management,,·Marketing/PR/Advertising
Data Engineer,Managing Director – Advanced Manufacturing & Defense Localization,Confidential Government -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Senior Management,,·Sales/Retail
Data Engineer,Managing Director – Advanced Manufacturing & Defense Localization,Confidential Government -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Senior Management,,· sales
Data Engineer,Managing Director – Advanced Manufacturing & Defense Localization,Confidential Government -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Senior Management,,engineering
Data Engineer,Managing Director – Advanced Manufacturing & Defense Localization,Confidential Government -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Senior Management,,· microsoft office
Data Engineer,Managing Director – Advanced Manufacturing & Defense Localization,Confidential Government -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Senior Management,,· marketing
Data Engineer,Managing Director – Advanced Manufacturing & Defense Localization,Confidential Government -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Senior Management,,· operations
Data Engineer,Managing Director – Advanced Manufacturing & Defense Localization,Confidential Government -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Senior Management,,· management
Data Engineer,Managing Director – Advanced Manufacturing & Defense Localization,Confidential Government -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Senior Management,,· manufacturing
Data Engineer,Business Development Manager,UpstackAI -,"Dubai,United Arab Emirates",10 days ago,Full Time,,Experienced,,·Business Development
Data Engineer,Business Development Manager,UpstackAI -,"Dubai,United Arab Emirates",10 days ago,Full Time,,Experienced,,·Marketing/PR/Advertising
Data Engineer,Business Development Manager,UpstackAI -,"Dubai,United Arab Emirates",10 days ago,Full Time,,Experienced,,·Sales/Retail
Data Engineer,Business Development Manager,UpstackAI -,"Dubai,United Arab Emirates",10 days ago,Full Time,,Experienced,,· Business Development
Data Engineer,Business Development Manager,UpstackAI -,"Dubai,United Arab Emirates",10 days ago,Full Time,,Experienced,,· Sales
Data Engineer,Business Development Manager,UpstackAI -,"Dubai,United Arab Emirates",10 days ago,Full Time,,Experienced,,· Sales Skills
Data Engineer,Business Development Manager,UpstackAI -,"Dubai,United Arab Emirates",10 days ago,Full Time,,Experienced,,· Sales Target
Data Engineer,Business Development Manager,UpstackAI -,"Dubai,United Arab Emirates",10 days ago,Full Time,,Experienced,,· Marketing
Data Engineer,Business Development Manager,UpstackAI -,"Dubai,United Arab Emirates",10 days ago,Full Time,,Experienced,,· Customer Service
Data Engineer,Business Development Manager,UpstackAI -,"Dubai,United Arab Emirates",10 days ago,Full Time,,Experienced,,· Customer Support
Data Engineer,Client Insights Project Manager,Cartier -,"Dubai,United Arab Emirates",10 days ago,Full Time,,Entry Level,,·IT/Software Development
Data Engineer,Client Insights Project Manager,Cartier -,"Dubai,United Arab Emirates",10 days ago,Full Time,,Entry Level,,·Sales/Retail
Data Engineer,Client Insights Project Manager,Cartier -,"Dubai,United Arab Emirates",10 days ago,Full Time,,Entry Level,,·Engineering - Telecom/Technology
Data Engineer,Client Insights Project Manager,Cartier -,"Dubai,United Arab Emirates",10 days ago,Full Time,,Entry Level,,engineering
Data Engineer,Client Insights Project Manager,Cartier -,"Dubai,United Arab Emirates",10 days ago,Full Time,,Entry Level,,· information technology (it)
Data Engineer,Client Insights Project Manager,Cartier -,"Dubai,United Arab Emirates",10 days ago,Full Time,,Entry Level,,· sales
Data Engineer,Client Insights Project Manager,Cartier -,"Dubai,United Arab Emirates",10 days ago,Full Time,,Entry Level,,· computer science
Data Engineer,Client Insights Project Manager,Cartier -,"Dubai,United Arab Emirates",10 days ago,Full Time,,Entry Level,,· marketing
Data Engineer,Client Insights Project Manager,Cartier -,"Dubai,United Arab Emirates",10 days ago,Full Time,,Entry Level,,· management
Data Engineer,Client Insights Project Manager,Cartier -,"Dubai,United Arab Emirates",10 days ago,Full Time,,Entry Level,,· english
Data Engineer,Area Sales Manager,Sonova Group -,"Dubai,United Arab Emirates",10 days ago,Full Time,,Experienced,,·Customer Service/Support
Data Engineer,Area Sales Manager,Sonova Group -,"Dubai,United Arab Emirates",10 days ago,Full Time,,Experienced,,·Operations/Management
Data Engineer,Area Sales Manager,Sonova Group -,"Dubai,United Arab Emirates",10 days ago,Full Time,,Experienced,,·Sales/Retail
Data Engineer,Area Sales Manager,Sonova Group -,"Dubai,United Arab Emirates",10 days ago,Full Time,,Experienced,,· Sales
Data Engineer,Area Sales Manager,Sonova Group -,"Dubai,United Arab Emirates",10 days ago,Full Time,,Experienced,,· Sales Skills
Data Engineer,Area Sales Manager,Sonova Group -,"Dubai,United Arab Emirates",10 days ago,Full Time,,Experienced,,· Sales Target
Data Engineer,Area Sales Manager,Sonova Group -,"Dubai,United Arab Emirates",10 days ago,Full Time,,Experienced,,· Customer Service
Data Engineer,Area Sales Manager,Sonova Group -,"Dubai,United Arab Emirates",10 days ago,Full Time,,Experienced,,· Customer Support
Data Engineer,Area Sales Manager,Sonova Group -,"Dubai,United Arab Emirates",10 days ago,Full Time,,Experienced,,· Customer Care
Data Engineer,Area Sales Manager,Sonova Group -,"Dubai,United Arab Emirates",10 days ago,Full Time,,Experienced,,· Management
Data Engineer,Sales Manager,Maids.cc - AI & Tech -,"Riyadh,Saudi Arabia",10 days ago,Full Time,,Manager,,·Customer Service/Support
Data Engineer,Sales Manager,Maids.cc - AI & Tech -,"Riyadh,Saudi Arabia",10 days ago,Full Time,,Manager,,·Operations/Management
Data Engineer,Sales Manager,Maids.cc - AI & Tech -,"Riyadh,Saudi Arabia",10 days ago,Full Time,,Manager,,·Sales/Retail
Data Engineer,Sales Manager,Maids.cc - AI & Tech -,"Riyadh,Saudi Arabia",10 days ago,Full Time,,Manager,,· Sales
Data Engineer,Sales Manager,Maids.cc - AI & Tech -,"Riyadh,Saudi Arabia",10 days ago,Full Time,,Manager,,· Sales Skills
Data Engineer,Sales Manager,Maids.cc - AI & Tech -,"Riyadh,Saudi Arabia",10 days ago,Full Time,,Manager,,· Sales Target
Data Engineer,Sales Manager,Maids.cc - AI & Tech -,"Riyadh,Saudi Arabia",10 days ago,Full Time,,Manager,,· Customer Service
Data Engineer,Sales Manager,Maids.cc - AI & Tech -,"Riyadh,Saudi Arabia",10 days ago,Full Time,,Manager,,· Management
Data Engineer,Sales Manager,Maids.cc - AI & Tech -,"Riyadh,Saudi Arabia",10 days ago,Full Time,,Manager,,· Customer Support
Data Engineer,Sales Manager,Maids.cc - AI & Tech -,"Riyadh,Saudi Arabia",10 days ago,Full Time,,Manager,,· Customer Care
Data Engineer,Chief Executive Officer & CoFounder - Remit Now Pay Later (KSA),Sanabil Studio -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Senior Management,,·Accounting/Finance
Data Engineer,Chief Executive Officer & CoFounder - Remit Now Pay Later (KSA),Sanabil Studio -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Senior Management,,·Operations/Management
Data Engineer,Chief Executive Officer & CoFounder - Remit Now Pay Later (KSA),Sanabil Studio -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Senior Management,,·C-Level Executive/GM/Director
Data Engineer,Chief Executive Officer & CoFounder - Remit Now Pay Later (KSA),Sanabil Studio -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Senior Management,,· Finance
Data Engineer,Chief Executive Officer & CoFounder - Remit Now Pay Later (KSA),Sanabil Studio -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Senior Management,,· Accounting
Data Engineer,Chief Executive Officer & CoFounder - Remit Now Pay Later (KSA),Sanabil Studio -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Senior Management,,· Financial Management
Data Engineer,Chief Executive Officer & CoFounder - Remit Now Pay Later (KSA),Sanabil Studio -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Senior Management,,· Financial Analysis
Data Engineer,Chief Executive Officer & CoFounder - Remit Now Pay Later (KSA),Sanabil Studio -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Senior Management,,· Management
Data Engineer,Chief Executive Officer & CoFounder - Remit Now Pay Later (KSA),Sanabil Studio -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Senior Management,,· Microsoft Office
Data Engineer,Chief Executive Officer & CoFounder - Remit Now Pay Later (KSA),Sanabil Studio -,"Riyadh,Saudi Arabia",9 days ago,Full Time,,Senior Management,,· MBA
Data Engineer,Plumbing / FireFighting BIM Engineer,ACE Consulting Engineers  (Moharram - Bakhoum  -,"Dokki,Giza,Egypt",3 months ago,Full Time,On-site,Experienced,·3 - 7 Yrs of Exp,·Engineering - Mechanical/Electrical
Data Engineer,Plumbing / FireFighting BIM Engineer,ACE Consulting Engineers  (Moharram - Bakhoum  -,"Dokki,Giza,Egypt",3 months ago,Full Time,On-site,Experienced,·3 - 7 Yrs of Exp,· BIM Modeling
Data Engineer,Plumbing / FireFighting BIM Engineer,ACE Consulting Engineers  (Moharram - Bakhoum  -,"Dokki,Giza,Egypt",3 months ago,Full Time,On-site,Experienced,·3 - 7 Yrs of Exp,· Plumbing System Design
Data Engineer,Plumbing / FireFighting BIM Engineer,ACE Consulting Engineers  (Moharram - Bakhoum  -,"Dokki,Giza,Egypt",3 months ago,Full Time,On-site,Experienced,·3 - 7 Yrs of Exp,· Firefighting System Design
Data Engineer,Plumbing / FireFighting BIM Engineer,ACE Consulting Engineers  (Moharram - Bakhoum  -,"Dokki,Giza,Egypt",3 months ago,Full Time,On-site,Experienced,·3 - 7 Yrs of Exp,· Autodesk Revit MEP
Data Engineer,Plumbing / FireFighting BIM Engineer,ACE Consulting Engineers  (Moharram - Bakhoum  -,"Dokki,Giza,Egypt",3 months ago,Full Time,On-site,Experienced,·3 - 7 Yrs of Exp,· Navisworks
Data Engineer,Plumbing / FireFighting BIM Engineer,ACE Consulting Engineers  (Moharram - Bakhoum  -,"Dokki,Giza,Egypt",3 months ago,Full Time,On-site,Experienced,·3 - 7 Yrs of Exp,· AutoCAD
Data Engineer,Plumbing / FireFighting BIM Engineer,ACE Consulting Engineers  (Moharram - Bakhoum  -,"Dokki,Giza,Egypt",3 months ago,Full Time,On-site,Experienced,·3 - 7 Yrs of Exp,· Clash Detection
Data Engineer,Sourcing Specialist,Hilti Asia IT Services -,"Makkah,Saudi Arabia",9 days ago,Full Time,,Entry Level,,·Human Resources
Data Engineer,Sourcing Specialist,Hilti Asia IT Services -,"Makkah,Saudi Arabia",9 days ago,Full Time,,Entry Level,,·Logistics/Supply Chain
Data Engineer,Sourcing Specialist,Hilti Asia IT Services -,"Makkah,Saudi Arabia",9 days ago,Full Time,,Entry Level,,·Purchasing/Procurement
Data Engineer,Sourcing Specialist,Hilti Asia IT Services -,"Makkah,Saudi Arabia",9 days ago,Full Time,,Entry Level,,· Human Resources (HR)
Data Engineer,Sourcing Specialist,Hilti Asia IT Services -,"Makkah,Saudi Arabia",9 days ago,Full Time,,Entry Level,,· Sourcing
Data Engineer,Sourcing Specialist,Hilti Asia IT Services -,"Makkah,Saudi Arabia",9 days ago,Full Time,,Entry Level,,· Recruitment
Data Engineer,Sourcing Specialist,Hilti Asia IT Services -,"Makkah,Saudi Arabia",9 days ago,Full Time,,Entry Level,,· Interviewing
Data Engineer,Sourcing Specialist,Hilti Asia IT Services -,"Makkah,Saudi Arabia",9 days ago,Full Time,,Entry Level,,· Supply Chain
Data Engineer,Sourcing Specialist,Hilti Asia IT Services -,"Makkah,Saudi Arabia",9 days ago,Full Time,,Entry Level,,· Logistics
Data Engineer,Sourcing Specialist,Hilti Asia IT Services -,"Makkah,Saudi Arabia",9 days ago,Full Time,,Entry Level,,· Mass Hiring
Data Engineer,Sourcing Specialist,Hilti Saudi Arabia -,"Makkah,Saudi Arabia",9 days ago,Full Time,,Entry Level,,·Human Resources
Data Engineer,Sourcing Specialist,Hilti Saudi Arabia -,"Makkah,Saudi Arabia",9 days ago,Full Time,,Entry Level,,·Logistics/Supply Chain
Data Engineer,Sourcing Specialist,Hilti Saudi Arabia -,"Makkah,Saudi Arabia",9 days ago,Full Time,,Entry Level,,·Purchasing/Procurement
Data Engineer,Sourcing Specialist,Hilti Saudi Arabia -,"Makkah,Saudi Arabia",9 days ago,Full Time,,Entry Level,,· Human Resources (HR)
Data Engineer,Sourcing Specialist,Hilti Saudi Arabia -,"Makkah,Saudi Arabia",9 days ago,Full Time,,Entry Level,,· Sourcing
Data Engineer,Sourcing Specialist,Hilti Saudi Arabia -,"Makkah,Saudi Arabia",9 days ago,Full Time,,Entry Level,,· Recruitment
Data Engineer,Sourcing Specialist,Hilti Saudi Arabia -,"Makkah,Saudi Arabia",9 days ago,Full Time,,Entry Level,,· Interviewing
Data Engineer,Sourcing Specialist,Hilti Saudi Arabia -,"Makkah,Saudi Arabia",9 days ago,Full Time,,Entry Level,,· Supply Chain
Data Engineer,Sourcing Specialist,Hilti Saudi Arabia -,"Makkah,Saudi Arabia",9 days ago,Full Time,,Entry Level,,· Logistics
Data Engineer,Sourcing Specialist,Hilti Saudi Arabia -,"Makkah,Saudi Arabia",9 days ago,Full Time,,Entry Level,,· Mass Hiring
Data Engineer,Chemist,Acwa -,"Riyadh,Saudi Arabia",11 days ago,Full Time,,Experienced,,·R&D/Science
Data Engineer,Chemist,Acwa -,"Riyadh,Saudi Arabia",11 days ago,Full Time,,Experienced,,·Quality
Data Engineer,Chemist,Acwa -,"Riyadh,Saudi Arabia",11 days ago,Full Time,,Experienced,,·Engineering - Other
Data Engineer,Chemist,Acwa -,"Riyadh,Saudi Arabia",11 days ago,Full Time,,Experienced,,· Chemistry
Data Engineer,Chemist,Acwa -,"Riyadh,Saudi Arabia",11 days ago,Full Time,,Experienced,,· Science
